Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
Boeing 767-300,United Airlines,Economy Class,November 2015,11th November 2015,5,5,5,UnitedStates,9.0,yes,"Washington to Geneva. Flight was delayed for about an hour and a half but wasn't really in a hurry, the plane we were supposed to get had a system problem. They found another plane quick and same type. The flight was nice, entertainment was very good, could charge phone as there was a usb port. Food was impressive and happy about the service. Couple hours of sleep time/watching movies, breakfast was served with good coffee. Would recommend flying United Airlines long haul, a few things could be improved.",IAD to GVA,4,5,united-airlines,recommend flying United Airlines,Solo Leisure,,4,4,45fb5a45-d913-43ca-bc9d-6acbf07bf2b0
Boeing 777,United Airlines,Business Class,November 2015,11th November 2015,5,2,4,UnitedStates,5.0,yes,"Flew Denver to Dubai via Washington and return. Overall typical mixed United Airlines experience. Domestic segments okay with decent crew in first. Longhaul flights very typical United experience. Crew ancient and very perfunctory - just did their job nothing more and disappeared for whole flight in between meals. No smiles, no nothing. Food mediocre at best, slightly better out of Dubai. Lie Flat seats decent except the 2-4-2 seat layout is an abomination. Glad I didn't get stuck in middle for USD7K ticket. Not sure who came up with that layout but should probably be fired. Entertainment system was the only redeeming factor on this flight with excellent choice. Overall an okay experience but not even close to Emirates or even Lufthansa or Air France.",DEN to DXB via IAD,3,2,united-airlines,"No smiles, no nothing",Business,,3,0,ae63880f-1f89-487e-9b72-a302d02c2a34
A320,United Airlines,Economy Class,November 2015,10th November 2015,0,1,2,UnitedStates,2.0,no,"Omaha to Orlando via Chicago, and United Airlines customer service is by far the worst in the industry. The staff is cold and not interested in customer service. Leg room in the cabin has got to be the smallest. United Airlines used to be a great company but continues to decline year over year. Will do everything I can to avoid using them in the future. Doubt they will do well when gas prices increase in the future.",OMA to MCO via ORD,1,1,united-airlines,continues to decline,Couple Leisure,,1,1,8962a788-6518-42e7-aef0-0f865e077286
,United Airlines,Economy Class,November 2015,10th November 2015,1,1,1,UnitedStates,1.0,no,"First time I flew with United Airlines. I wasn't very happy that I was charged for my bags and wasn't allowed not even one bag free. I was forced to pay for my bag. This is unacceptable, because that same day I flew there were other United Airlines flights that were going out and I noticed that the other passengers from the other flights, were not being charged for luggage. I feel that the customers should be made aware of that you have need to pay for luggage. This is the last time I fly with United Airlines.",Chicago to Morelia,1,1,united-airlines,the last time I fly United,Family Leisure,,1,1,527f5e98-1890-4885-a381-91aa82c3b10c
,United Airlines,Premium Economy,October 2015,9th November 2015,5,1,3,UnitedStates,7.0,no,"Minneapolis to Brussels via Chicago. United Airlines Premium economy class makes international flights easier and more comfortable especially on less crowded flights. The premium seats are usually emptier and provide an inexpensive way to survive long haul flights. Great recline and roomier space make for a comfortable journey. I've been traveling with United for years and have begun branching out with other carriers with an eye on improved differences. On United flights, I've frequently had access to power outlets and love the TV monitors at each seat with an above average choice selection of movies. In the last year they've changed their economy class breakfast snack upon arrival to European airports and not for the better. We used to get a warm croissant, juice and fruit. Now you get just a cold croissant with choice of orange juice, coffee or tea. Wish they would stop downgrading services, complaining about the competitors and up their standard sand do more to keep the customers they already have.",MSY to BRU via ORD,3,4,united-airlines,wish they would stop downgrading,Couple Leisure,,4,0,9e8be92f-a0f0-4419-ad72-d737baf91d92
Boeing 737-900,United Airlines,Economy Class,October 2015,9th November 2015,3,0,4,UnitedStates,8.0,yes,"I have flown United Airlines many times and  the service was so-so. But this San Francisco to Vancouver flight was exceptional. Check-in was quick and easy as well as boarding. By luck we had priority boarding which meant we had space in the bins. This was a full flight so this was a releif. The service was friendly. It was a bummer that you had to pay to watch movies and wifi. Overall, a great flight but, it's United Airlines. So don't exspect crazy good service on all United flights. It really depends who is serving onboard.",SFO to YVR,3,4,united-airlines,this flight was exceptional,Solo Leisure,,3,2,ae1e2279-4ac4-4080-9c1d-ab8f73148838
Boeing 787,United Airlines,Premium Economy,October 2015,8th November 2015,2,3,2,Australia,2.0,no,"Melbourne to Los Angeles to Chicago, returning from Boston. We thought the extra money for Premium Economy worth it for the International leg. Not only is there extra legroom but there were many spare seats. So a bit of moving around enabled plenty of cabin space for these long flights. Domestic flights are an entirely different matter. On all our legs United Airlines oversold tickets to ensure every seat was taken. Their loading policy is bizaar. We were always last on (group 5) because we had asked for aisle seats. On any other airline this would probably not matter but because United does not enforce its own carry on luggage rules, the last 50 or so passengers on all the internal legs we flew, had to at the last minute submit to having their carry on luggage removed and sent under plane. This is maybe not a big deal on a short 5 hour flight but our carry on was taken off us as we came down the loading trunk and booked through to Melbourne, two whole days away. Scrabbling to get out medications etc in the unheated trunk in the freezing air of Boston Airport is no fun. (I'm 67) so difficult to get down to get stuff out let alone remember all the things you may need on such a long journey. So shame on United, I'd paid as much as anyone in Economy and some had carry on whilst arbitrarily others did not and for such a long journey. They treat customers with absolute contempt and do not deliver what you have paid for.",MEL to ORD via LAX,3,2,united-airlines,do not deliver what you have paid for,Couple Leisure,,2,0,dc71e191-1eea-4e0a-9d66-5ad902fe492e
Boeing 737-800,United Airlines,Economy Class,November 2015,7th November 2015,1,1,1,Italy,1.0,no,"Washington to Phoenix. Embarrassing is the first word that comes to my mind for United Airlines. For a flight of 5 hours, a Boeing 737 with narrow pitch in economy. Food is with a charge (at the beginning I thought it was a joke), not even peanuts (for a 5 hour flight). No video or audio systems or screens with flight routes/flight information. Boarding with ""groups"" system, but non effective and useless, as if you use groups, you should board the bottom passengers first to avoid ""traffic jams"", if you do random groups, it just a waste of time. In Europe we have a low-cost airline called Ryanair, which is considered mostly like a bus carrier, but compared to United Airlines it is like Swiss. And this should be a Star Alliance company? Never again.",IAD to PHX,1,1,united-airlines,I thought it was a joke,Business,,1,1,c9c73d22-ad75-47fd-b801-4ffcc96cc10c
Boeing 738 / Boeing 772,United Airlines,Economy Class,November 2015,7th November 2015,5,3,3,Australia,8.0,yes,"Check in at IAH was quick although we were overweight 1lb in one bag and were forced to transfer a jacket to the other underweight bag. I guess rules are rules but I wish United were as stringent in applying their carryon rules. The usual kerfuffle with too many/oversized carryons was experienced on the domestic leg. The FAs handled this situation and the service during the 100% full flight efficiently. Our flight to Sydney was delayed a few hours due to the late arrival of our aircraft but we were kept up to date with the situation by email and gate announcements. Another 100% full flight but boarding via the United group system works well and there was little aisle congestion, apart from the usual oversized carryon bag problem. The FAs were great the whole flight. Nothing seemed to be a problem. Water runs were frequent. The food for both dinner and breakfast was passable although serving/collecting the breakfast 90 mins before arrival on a full flight is rushed. This resulted in the hand out of the landing cards during the descent which is not optimal. especially for families. The IFE worked well with a great selection of movies and TV programs. The toilets were kept in reasonably good condition the whole flight. Seating in economy is tight and becomes a little hard after some time but you get what you pay for. My experience is that E+ is not worth the extra money even on a 14 hour flight. Another satisfactory experience with United Airlines.",IAH to SYD via SFO,2,4,united-airlines,not worth the extra money,Couple Leisure,,5,0,2fc95ee0-16e6-48a4-8722-96f6a6c69ea2
Boeing 767-400,United Airlines,First Class,November 2015,6th November 2015,3,1,2,UnitedStates,1.0,no,"First Class, Seat 4-D with United Airlines, comfortable seat, middle solo row, AVOD screen nice size and good selection of movies and programming. Aircraft was clean however my game controller was jammed and did not work, could not be repaired in flight. Good on time performance. Before departure first class flight attendants eating while boarding process. No service until almost 60 minutes into flight. The meal served, Dim-Sum was the worst I have ever had, dry and tasteless. Flying United is always a gamble and the service by the cabin crew was extremely poor and not attentive.",SFO to HNL,3,1,united-airlines,flying United is always a gamble,Business,,1,0,8bf78d84-fdc3-4976-ad69-9b0bbea249bf
,United Airlines,Economy Class,December 2014,5th November 2015,0,0,1,UnitedStates,1.0,no,"I just tried to make a reservation with United Airlines. It has been years since I have flown with them because they were so awful then. It appears they have muscled out JetBlue and Virgin for this direct route. And they know we have little alternative to flying with them. I tried to make two reservations. They say on the website to call to request certain things. I called. I stated my request. They said please hold - then they put me on hold for 37 minutes. When another person picked up there was no apology or explanation and I was told there was a form I had to fill out and send in for disability related issues. She acted indignant that I didn't have my personal medical info ""on file"" with them. Please God give us a different airline to fly.",SFO to BOS,0,0,united-airlines,give us a different airline to fly,Solo Leisure,,1,0,b3fff7b6-47c5-4e8c-8115-ebc7e1afc654
Boeing 737,United Airlines,Economy Class,November 2015,5th November 2015,0,0,1,UnitedStates,2.0,no,"After having flown on United Airlines 4 times, I can honestly say I hope I never have to use them again. The co-pilot was late for 2 of the flights which caused us to be late for our connecting flight. Almost missed my plane home - I made it, but sadly my baggage did not. As I was waiting for my bag to arrive last night at the baggage claim, I finally grab it only to notice that the carry strap at the top is missing. It had hooks on it to secure it to the bag and it has endured flights before, just not this one! Someone must have needed the strap more than me. As I picked up the bag and headed for the claims office, I find the bag is covered in grease which now has gotten on me...The claims woman's response to my question of ""what are you going to do about this?"" was answered with ""I don't know"". They said I could bring the bag back up, a 50 mile one way trip for me, to have them send it out for cleaning. All I can say is don't fly with this airline - if you can avoid them, do it.",Chicago to Philadelphia,3,5,united-airlines,"if you can avoid them, do it",Solo Leisure,,1,0,9295cf0e-26f0-45d6-abcd-5787b8a80a43
,United Airlines,Business Class,October 2015,4th November 2015,1,3,1,UnitedStates,2.0,no,"Pittsburgh to Colorado Springs via Denver. Substandard service all around and it pains me to write this since I have Premier status with United Airlines. However, it's clear that there is a problem at the top because everyone associated with United, whether it's an attendant, customer service representative, or whomever appears apathetic and frequently rude toward their customers. And as a Premier member I can only assume that non-Premier members get even worse treatment. The service on the flights is inconsistent. The cabins are frequently dirty with used napkins on the floor or in the seatback pockets. It's really unfortunate and I'm looking for alternatives.",PIT to COS via DEN,1,1,united-airlines,substandard service all around,Business,,2,2,2ee84589-49f3-4709-b1cf-c384efc9f8f1
,United Airlines,Economy Class,October 2015,3rd November 2015,0,1,2,Mexico,3.0,no,"My carry-on bag fit easily into the overhead bin on the United Airlines Boeing 737 from Mexico City to San Francisco. After clearing U.S. immigration and customs in San Francisco, I was forced to then check my bag and pay $40 in San Francisco for my next flight to Portland.",MEX to Portland via SFO,3,4,united-airlines,forced to check my bag,Solo Leisure,,2,0,1fb77250-dd0f-47ef-a5a7-d351cb70974b
Boeing 747,United Airlines,Premium Economy,October 2015,3rd November 2015,1,2,2,UnitedKingdom,4.0,no,"London to San Francisco return. We have flown with United Airlines several times, but I think they are giving a poorer service now than they have ever done. The food on our return flight was terrible, and most passengers did not eat it. The cabin staff, especially the female staff, were scruffy in appearance and not very helpful.",LHR to SFO,2,2,united-airlines,giving a poorer service now,Couple Leisure,,3,1,48a5bb9b-831e-48e4-9424-162cf540dc35
,United Airlines,Economy Class,October 2015,2nd November 2015,1,1,3,UnitedStates,3.0,no,"I used to love Continental, the service was consistently above average and the flight experience was satisfactory, if not enjoyable. Since the merger with United I feel the benefits have been reduced, the services have been cut or monetized. This has created a tough environment for your employees to maintain good service. That being said, I was very impressed by the agent at the gate during boarding. Our flight was overbooked and my 8 year old son and I were seated in different rows. With no incentives to give to other passengers she found a way to get us seated together. Once aboard I was surprised to find that the flight did not include any type of in-flight entertainment, no screens and no audio. I gladly purchased it on the 5+ hr flight from EWR to PHX, but this was not even an option on the return. I was also surprised that there was NO safety demonstration given on the flight, which is definitely unsafe and possibly in violation of FAA rules. Lastly, the variety and quality of food available for purchase was poor. After flying over 250,000 miles with Continental/United, when possible I now actively avoid and will pay higher fares to select other airlines that offer better service.",PHX to EWR,3,2,united-airlines,services have been cut,Family Leisure,,3,1,f783c776-7b15-4341-adfd-4d7ad645dbc1
Embraer,United Airlines,Business Class,October 2015,2nd November 2015,0,3,1,France,1.0,no,"I had flown in from Amsterdam on KLM and I was connecting on a United Airlines flight into Chicago in the early afternoon around 5pm. I had plenty of time clearing both customs and enjoying the AC Maple Leaf lounge at Pearson but the United personnel at check-in failed to explain that after checking in on my UA flight I had to check the bags myself prior clearing US customs - so my bag remained in the departure area for some 4 hours without having anyone page me! 40 minutes before departure the person at the gate called my name and asked me to go back to departure to check my bag. It's useless to mention that I rushed downstairs, found my bag, missed my plane and had to clear both customs again with thousands of people waiting in line. There is something wrong with United Airlines! Why don't they tell passengers that they have to check their own bags prior clearing customs? I had a business class ticket and of course the 7:15pm flight only had economy - at least I made it to Chicago that same day but not one word of apology for misleading me or even, check my bag so that I won't miss my flight. I will not fly United Airlines again.",YYZ to ORD,3,3,united-airlines,will not fly United again,Solo Leisure,,1,0,f7b2c4a3-31bd-47c5-8a97-19d6ead40da1
Q400  Boeing 738,United Airlines,Economy Class,October 2015,1st November 2015,0,2,4,Australia,8.0,yes,Check in at FSD was quick and uncomplicated. All flights were on time. The small Q400 was amazingly comfortable albeit a little noisy compared to a jet. The two FAs were efficient and courteous. It was a long walk between gates at Denver (B79 to B17) for the connecting flight so glad I allowed more than the legal connection time when booking. The Houston plane was full and there was the usual problem of pax bringing on too many/oversized carry ons but the crew handled the situation well. Cabin service during the flight was adequate with trainees helping out. Only minor complaint was that the volume of the announcements from the cockpit was too low to be useful. Obviously our bags made an earlier flight as they were waiting for us in Houston. United informed us about this situation via email as well as an announcement at baggage claim. Happy with UA service as usual.,Sioux Falls to Houston via Denver,3,4,united-airlines,FAs were efficient and courteous,Couple Leisure,,5,0,1b5b5792-38b0-48aa-8121-62b934a0b7dd
Boeing 747-400,United Airlines,Business Class,October 2015,1st November 2015,4,3,4,UnitedStates,7.0,yes,"San Francisco to Frankfurt in United Airlines Business Class on the upper deck in an old Boeing 747 fitted with the new flatbed seats and TV screens. The seat was the only redeeming feature of the product. The interior of the aircraft looked so worn down. In-flight service in United was efficient and friendly, but did not have the touch of class you get with, say the Lufthansa Business Class product. In-flight wi-fi worked quite well. The flatbed seat made the flight comfortable, but everything else about it was forgettable.",SFO to FRA,5,3,united-airlines,it was forgettable,Solo Leisure,,4,5,edb574c5-1e9a-4200-9b27-002e8f5d584b
Boeing 787,United Airlines,Business Class,October 2015,1st November 2015,4,3,3,Australia,2.0,no,"Los Angeles to Melbourne with United Airlines in BusinessFirst on the new Boeing 787, which is a great aircraft. The exceptionally poor service by the cabin crew made the trip memorable for all the wrong reasons. The whole experience started on a rather odd note, when boarding the flight I was asked if I had a visa for Australia. I thought it was a rather unusual question given that I was traveling on an Australian passport. And when I attempted to explain that I don't need a visa to go home, she continued to argue that I need to present one. And it all went downhill from there. When I finally boarded the plane and I was offered a drink, I politely asked if I could have a glass of water without ice. I was thirsty as I just raced through LAX to make my connecting flight home. And I could not believe my ears when the crew member responded with the question 'What's wrong with you?' Now I know why United has such a poor reputation. It's such a shame though as their planes are on par with other airlines. Just can't get the service right.",LAX to MEL,5,1,united-airlines,can't get service right,Business,,2,4,35b029ca-06e7-413c-9b93-6b79efaf1df1
Boeing 787,United Airlines,Business Class,October 2015,30th October 2015,4,4,3,UnitedKingdom,7.0,yes,"I'm a 1K Million Miler so have stuck with United over the past two decades through thick and thin. United's overall international product is slowly improving over the past two years. London's Club lounge and BusinessFirst seats (Continental configuration) are on par with its rivals across the atlantic. Boeing 787 a dream to fly. Houston based crew were excellent, food and wine satisfactory. Connected in Houston for South America flight, US Club lounges continue to be a big disappointment in the US, I really don't understand how other Star Alliance members can't put pressure on UA to improve these to acceptable Business class standards. Another 787 to Brazil, good flight experience and plenty of sleep in a comfortable seat. Keep the good work up United.",LHR to GIG via IAH,4,4,united-airlines,product is slowly improving,Solo Leisure,,4,4,26a2474e-2bdc-4986-b762-7a3d444945bc
,United Airlines,Economy Class,October 2015,30th October 2015,4,3,4,UnitedKingdom,7.0,yes,"Used United for a recent trip to USA - starting from London to Boston, plus some internal flights to destinations (with stopovers). The timing of all flights were impeccable, and the airline staff were friendly. Customer service was good. Flights were of varying quality - some a bit cramped. But in general, they were fine, with decent food.",London to Boston,3,4,united-airlines,flights were of varying quality,Solo Leisure,,4,4,afe38205-e756-4d4c-b66c-257a6aab00aa
Embraer 175,United Airlines,Economy Class,October 2015,30th October 2015,0,5,5,Canada,10.0,yes,"Flew United Airlines from Ottawa to Chicago. Friendly flight attendants, clean airplane and flight was on time.",Ottawa to Chicago,5,5,united-airlines,friendly flight attendants,Family Leisure,,5,0,8c4e036d-0dbc-4120-8e05-05641b519e80
Boeing 777,United Airlines,Premium Economy,October 2015,29th October 2015,2,2,4,UnitedKingdom,5.0,no,"I found myself on a United flight bak to London by accident recently after British Airways had to change aircraft from an A380 to a B747 which meant they had to re-book quite a few passengers onto alternative flights. I must say when I heard I was going back on United I was pretty disappointed as I've always thought of them to have a pretty mediocre reputation. However, I think that mainly applies to their domestic US operations. Perhaps because my expectations were low, I was pleasantly surprised. I think I ended up in United's Premium Economy, Economy Plus. The main selling point here being the extra leg room, which I have to say was pretty ample for economy class. The staff both on the ground and in the air were excellent, very friendly and professional. The inflight entertainment was so-so, but comparable in many ways to that of British Airways on my flight out. There was very little choice in the way of films and TV shows.Many of the TV shows only seemed to have one or two random episodes available to watch.The screen was pretty small though and it was really tricky to select the required item on the touch screen. The cursor kept on hovering over the wrong item. Although annoying, on a 7hr flight it did the job. The food was pretty mediocre I have to say - like a deeply budget ready meal. I know airline food is never going to be that great, but compared to other long haul flights i've taken recently with the likes of Cathay Pacific and even BA, it was pretty bad. Also, the wine on offer was from a juice carton which was ominous - it tasted like it was from a juice carton too. Not sure they'd be my first choice in the future, but not as bad as I was expecting. For the 7hr journey across the atlantic it did the job.",Dulles Internation (Washington DC) to Heathrow (London),3,4,united-airlines,I was pleasantly surprised,Solo Leisure,,3,0,8fd60cfb-f405-4b03-a05b-ea6118bb3df8
,United Airlines,Economy Class,October 2015,29th October 2015,1,1,3,UnitedStates,3.0,no,"Terrible customer service, and they really just want to find any possible way to take your money. I had to switch a flight for work for personal reasons, and got charged a $200 service fee plus some other $35 fee that seemed inexplicable. I got the $35 taken off, but the $200 service fee for changing the flight is outrageous. I usually prefer to fly Southwest when I can and I have never had much of an issue with United Airlines before, but I definitely will be looking at them through a different lens now.",Kansas City to Salt Lake CIty,1,3,united-airlines,service fee is outrageous,Business,,2,1,5c89476e-22a5-4196-9b96-03b8bb111584
Boeing 777-200,United Airlines,Economy Class,July 2015,29th October 2015,4,4,3,UnitedStates,8.0,yes,"Very smooth experience on-board with United on LAX to LHR route. Having wi-fi was a priority for me, and I had connectivity throughout my United flight. There was also a power outlet underneath the seat. The quality of food was really good and exceeded my expectations. United has a vast selection of Movies and TV shows on international routes. The only part of the ""United experience"" that I am not a fan of is the boarding area of Terminal 7 at LAX. It is small, congested, fewer seats, and doesn't have as many windows from which you could enjoy the views outside. On the bright side, United is planning a major upgrade for Terminal 7 and 8 at LAX.",LAX to LHR,3,4,united-airlines,exceeded my expectations,Solo Leisure,,4,4,9a772ca1-84ae-4d81-b994-07ecdb2ae1bc
Boeing 747-400,United Airlines,Economy Class,October 2015,28th October 2015,3,5,5,Canada,8.0,yes,"Excellent United Airlines flight between Chicago and Tokyo-Narita on October 26. Very professional, polite and friendly flight attendants who were attentive to us, since we travelled with a small baby. Excellent vegetarian meals. The entertainment system didn't failed in the middle of the flight.",Chicago to Tokyo-Narita,5,5,united-airlines,polite and friendly FAs ,Family Leisure,,5,0,d147a0de-ec34-49a2-b174-7305b68b2162
Boeing 787,United Airlines,Economy Class,October 2015,27th October 2015,5,5,5,UnitedStates,10.0,yes,"Excellent flights from San Francisco to Sao Paulo via Chicago and back. All flights on-time. Crew were friendly and attentive. Food was edible. Seat back in-flight entertainment was extensive. This was my fifth long-distance international flight with United this year, and I haven't had a single delay or problem on any of them. I think some people have unrealistic or outdated expectations of what air travel is like these days. United fulfilled all my expectations.",SFO to GRU via ORD,5,5,united-airlines,haven't had a single delay or problem,Solo Leisure,,5,5,077be028-3a5d-47d7-96d0-81a217493b91
Boeing 737 and Boeing 777,United Airlines,Economy Class,October 2015,27th October 2015,5,5,3,PuertoRico,8.0,yes,"Flight from BQN to EWR was nothing out of the ordinary but it was comfortable and uneventful, even if it was a red-eye I would've liked some sort of refreshment or meal offered for free for a 4 hour flight. Or at least entertainment options. Flight from EWR to PVG a pleasure, flight on time, ground staff welcoming and helpful. Cabin crew was always willing to serve. Free beer that made the trip easier, also United has a 3 course meal for international long haul flights. IFE had a big selection (and the complete 007 film library as something special for October).",BQN to PVG via EWR,4,5,united-airlines,comfortable and uneventful,Business,,4,4,90d807a2-aa65-4f40-84f8-19939446beb1
Boeing 737-800,United Airlines,Economy Class,October 2015,26th October 2015,1,1,2,UnitedStates,1.0,no,Worst airplane for long United Airlines flight and Horribly cramped. The plane is designed to cram in as many passengers as possible regardless of comfort and convenience. There are only 2 lavatories and the doors swing into the aisle. Absolutely stupid design. People are backed up in the aisles and the crew is impeded from serving. The crew detests this aircraft too as they can't do their jobs. Also there is very little leg room. My husbands knees were hitting the seat in front. There is no pouch to put your book or newspaper in. All end up on your lap or the floor. I will avoid this type of plane in the future.,San Francisco to Washington,1,3,united-airlines,worst airplane for long flight,Couple Leisure,,2,0,5a4d06f4-c47c-4362-af54-3632ea7e2561
,United Airlines,Economy Class,September 2015,26th October 2015,5,5,5,UnitedStates,10.0,yes,"Flew to Vancouver September 14, 2015 to visit my family. As I travel quite a bit I was impressed with the service and the friendly manner of the Flight Attendants. My return flight (September 21st) was one of the best flights I have had in many years. From the moment I stepped on the plane I was greeted by friendly staff who were joking with the passengers and eager to help those with their luggage. Even one of the pilots stood by the entrance for a few minutes to welcome boarders. Service was terrific and we were updated regularly on our schedule, route and time-lines. When de-planning once again the staff were helpful and friendly.","Vancouver, B.C. to Chicago, IL",5,5,united-airlines,I was impressed with the service,Family Leisure,,4,5,0e53cf3b-8996-4bf6-9e66-d560c7aa3b02
,United Airlines,Economy Class,October 2015,25th October 2015,2,2,2,UnitedStates,1.0,no,"I booked a United Airlines flight for me and my boyfriend in April 2015 for a trip to Taiwan in October 2015. We chose United in order to connect in San Francisco with my brother. I had more issues with this flight than I have ever had in my life of flying internationally. A month before our trip, our connecting flight from SFO to LAX was cancelled, and we were rebooked for a layover that was twice as long (3 hrs).  8 hours before our flight to SFO, we received an email at 1AM that our flight had been cancelled. Upon calling customer service and asking why it was such a short notice and why we weren't called, only emailed, I was yelled at because ""we were notified, weren't we?"" Luckily I woke up in the middle of the night so we managed to rebook a flight for an hour earlier. An hour before our rebooked flight, it is announced that the flight has been delayed for 5 hours, so we miss our connecting flight with my brother, and we end up waiting at the airport for 5 hours and connecting in Tokyo instead of SFO. On the flight, my inflight entertainment console broke and was stuck on ""Disney movies"" before we even took off. For our trip home, our seats were changed from an aisle and a middle seat to two middle seats without notice. I have never been so frustrated flying with an airline and am extremely upset that we booked so far in advance in order to fly with my brother and land at the same time, and we could not make that happen. 0/10, never flying United again.",LAX to TPE,2,2,united-airlines,never flying United again,Couple Leisure,,2,0,da359293-b578-4c86-a785-7e7bea58fb7f
,United Airlines,Economy Class,October 2015,25th October 2015,0,4,1,UnitedStates,2.0,no,"I was never so angry and heated in my life. First of all United Airlines had me sit there from 11 am and kept delaying even though the weather was fine in both locations. Then they told us that they were waiting for the crew - then leaving - and then by 4 they just canceled my flight home. I had to wait in line for 2 hours even though I was the 5th person in line, because 3 ladies were helping only one person at the time and the 3 ladies were rude to customers. I was put on standby but luckily found another flight to get home. When on that flight the flight attendant told me that there was another flight to Buffalo canceled due to the same reason of not having enough staff. Really United? How do you not figure this out in advanced! Very disappointed, better off spending the money and going on a different aircraft.",Newark to Buffalo,3,1,united-airlines,never so angry and heated,Solo Leisure,,1,0,4fa8e518-34ad-4ffc-bcc6-67e89e577cb3
,United Airlines,Economy Class,September 2015,25th October 2015,3,3,4,UnitedKingdom,8.0,yes,"We flew United Airlines to Honolulu from Heathrow via LAX (connecting flights 2 hours apart), later from Honolulu to Seattle via San Francisco (connecting flights 2 hours apart), later San Francisco to London Heathrow via Chicago (connecting flights 1 hr. 24 hours apart). It was our first time with United Airlines. Every flight was on time, connections easy due to the helpfulness of ground staff. During the flights the attendants were helpful and friendly. The food was so-so but we don't expect gourmet on planes. Due to the duration of some flights we had upgraded to Economy Plus seats, a must for longer journeys, and we had gone online to select our seats as soon as we received booking confirmation - go for the exit seats within your booking class of seat for 2-3 times the leg room of others in the same class. I have seen complaints from somebody who turned up at check-in and expected to get four seats together for his family and complained when they weren't available. Do it online to avoid problems. I sympathize with people who have had bad experiences, most of which are totally unacceptable, but felt that we saw a different side to report and show it is not all negative. We have no ties to, or preference for, United Airlines or any other airline, and hope our 'luck' continues regardless of who we fly with. To those who have suffered, may your future journeys be as trouble free as ours was.",LHR to HNL via LAX,3,3,united-airlines,every flight was on time,Couple Leisure,,3,0,9203b5f8-a00d-4c7f-92e3-ca49cbbe4ade
Boeing 767,United Airlines,Economy Class,October 2015,24th October 2015,0,0,2,UnitedKingdom,3.0,no,"Having only flown United Airlines a few times on this route I never really took notice of the service provided. However this time it occurred to me that United Airlines are in a time warp that goes back to the late 80's. Their inflight customer service, food and entertainment are so poor that they lag behind other airlines by years. Wake up United, get into the real time and update.",London to Chicago,1,1,united-airlines,in a time warp,Solo Leisure,,1,0,4fa4f897-8422-46ce-8409-6677b5814acd
,United Airlines,Economy Class,October 2015,20th October 2015,3,3,4,Ireland,7.0,yes,"Dublin to Kona via San Francisco with United Airlines. We had six flights and they were all on time with no hassle. Check in staff were efficient, planes were comfortable and clean, the food was airline food so I would suggest bring your own food. Cabin crew were efficient - not very friendly but they got the work done. All flights were full and they offered to take cabin bags free of charge in the hold, despite Cabin Crew telling passengers to stow large bags overhead and small bags under seats - people just do not listen. I would fly with United again.",DUB to KOA via SFO,4,3,united-airlines,would fly with United again,Family Leisure,,5,3,af5af272-aa68-436d-8743-32a37cd3dbe7
Boeing 767,United Airlines,Economy Class,October 2015,19th October 2015,5,5,4,UnitedKingdom,10.0,yes,"United Airlines from London to Orlando via Houston, and it was fantastic. Our flight was on time both flights, plane comfortable, food nice, entertainment the best we've had. We will fly again with United.",London to Orlando via IAH,5,5,united-airlines,it was fantastic,Family Leisure,,5,0,ae19e575-8e27-4239-801d-41dbbaebfb5b
 CRJ-700 / Boeing 757-200,United Airlines,First Class,October 2015,19th October 2015,0,4,3,Canada,8.0,yes,YYZ-IAH-LAS On United Airlines in First class. CRJ-700 on first leg with excellent attentive service and dinner flight on a Boeing 757 on 2nd leg out of Houston. The dinner was surprisingly excellent (thai chicken) and service was superb. Hopped to Reno on Southwest which is the only direct carrier from LAS and is fine for a short haul. Returned RNO-DEN-LAS again on United and was again amazed at service on both flights. Dinner flight (Buffalo Chicken Sandwich) from DEN not as good as out of IAH but better than average and better than I remember Air Canada dishing out domestically. ,YYZ to LAS via IAD,4,5,united-airlines,amazed at service on both flights,Solo Leisure,,5,0,3ea4b351-c189-405c-a9c8-de6e87473b6b
Boeing 777,United Airlines,Economy Class,October 2015,18th October 2015,3,3,4,UnitedStates,8.0,yes,"FRA-ORD was the return leg of an ORD-FRA flight 11 days earlier that had to turn back to Chicago due to failure of a navigation component. United staff handled the situation efficiently, arranging a hotel for the night, meals, etc, then put on a flight the next day. On the return flight we had the same flight attendants and shared smiles and recognition. Both flights had good service, no hassles. All-in-all, kudos to United for taking good care of us.",FRA to ORD,4,5,united-airlines,flights had good service,Couple Leisure,,4,0,b3376674-8817-472f-a233-2fe572a8761d
